

------------------------------ kernel_name: _Z9conv_colsPfPKfS1_iii ------------------------------
baseline_profiling #####
%833, mode: 1, baseline: 2035.969400, time: 1884.905000, offp: 7.419778, speedup: 1.080144
%839, mode: 0, baseline: 2035.969400, time: 2036.049000, offp: -0.003910, speedup: 0.999961
%839, mode: 1, baseline: 2035.969400, time: 1886.992000, offp: 7.317271, speedup: 1.078950
%845, mode: 0, baseline: 2035.969400, time: 2036.271000, offp: -0.014814, speedup: 0.999852
%845, mode: 1, baseline: 2035.969400, time: 1887.565000, offp: 7.289127, speedup: 1.078622
%851, mode: 0, baseline: 2035.969400, time: 2035.833000, offp: 0.006700, speedup: 1.000067
%851, mode: 1, baseline: 2035.969400, time: 1889.668000, offp: 7.185835, speedup: 1.077422
%857, mode: 0, baseline: 2035.969400, time: 2035.829000, offp: 0.006896, speedup: 1.000069
%857, mode: 1, baseline: 2035.969400, time: 1881.882000, offp: 7.568257, speedup: 1.081879
%863, mode: 0, baseline: 2035.969400, time: 2035.702000, offp: 0.013134, speedup: 1.000131
%863, mode: 1, baseline: 2035.969400, time: 1886.288000, offp: 7.351849, speedup: 1.079352
%869, mode: 0, baseline: 2035.969400, time: 2035.847000, offp: 0.006012, speedup: 1.000060
%869, mode: 1, baseline: 2035.969400, time: 1885.579000, offp: 7.386673, speedup: 1.079758
%873, mode: 0, baseline: 2035.969400, time: 2035.158000, offp: 0.039853, speedup: 1.000399
%873, mode: 1, baseline: 2035.969400, time: 1883.703000, offp: 7.478816, speedup: 1.080834
%879, mode: 0, baseline: 2035.969400, time: 2035.734000, offp: 0.011562, speedup: 1.000116
%879, mode: 1, baseline: 2035.969400, time: 1885.993000, offp: 7.366339, speedup: 1.079521
%885, mode: 0, baseline: 2035.969400, time: 2035.649000, offp: 0.015737, speedup: 1.000157
%885, mode: 1, baseline: 2035.969400, time: 1885.335000, offp: 7.398657, speedup: 1.079898
%891, mode: 0, baseline: 2035.969400, time: 2035.789000, offp: 0.008861, speedup: 1.000089
%891, mode: 1, baseline: 2035.969400, time: 1889.834000, offp: 7.177682, speedup: 1.077327
%897, mode: 0, baseline: 2035.969400, time: 2035.849000, offp: 0.005914, speedup: 1.000059
%897, mode: 1, baseline: 2035.969400, time: 1881.385000, offp: 7.592668, speedup: 1.082165
%903, mode: 0, baseline: 2035.969400, time: 2035.723000, offp: 0.012102, speedup: 1.000121
%903, mode: 1, baseline: 2035.969400, time: 1879.427000, offp: 7.688839, speedup: 1.083293
%909, mode: 0, baseline: 2035.969400, time: 2035.587000, offp: 0.018782, speedup: 1.000188
%909, mode: 1, baseline: 2035.969400, time: 1880.861000, offp: 7.618405, speedup: 1.082467
%915, mode: 0, baseline: 2035.969400, time: 2035.851000, offp: 0.005815, speedup: 1.000058
%915, mode: 1, baseline: 2035.969400, time: 1880.948000, offp: 7.614132, speedup: 1.082417
algorithm2 -----------
%23_%29_%35_%41_%47_%53_%59_%65, mode: 0, combi_g: -0.851526
%23_%29_%35_%41_%47_%53_%59_%65, mode: 1, combi_g: -7.239637
score of %23, mode is 0: 0.142768
score of %23, mode is 1: 0.547539
score of %29, mode is 0: -0.328899
score of %29, mode is 1: 2.715597
%29, mode: 1, score: 2.715597 is chose----
score of %35, mode is 0: -0.397662
score of %35, mode is 1: 2.360680
%35, mode: 1, score: 2.360680 is chose----
score of %41, mode is 0: -0.381208
score of %41, mode is 1: 2.062296
%41, mode: 1, score: 2.062296 is chose----
score of %47, mode is 0: -0.287248
score of %47, mode is 1: 1.797312
%47, mode: 1, score: 1.797312 is chose----
score of %53, mode is 0: -0.312641
score of %53, mode is 1: 1.833462
%53, mode: 1, score: 1.833462 is chose----
score of %59, mode is 0: -0.278210
score of %59, mode is 1: 2.001588
%59, mode: 1, score: 2.001588 is chose----
score of %65, mode is 0: 0.157602
score of %65, mode is 1: 0.467331
%70, mode: 0, combi_g: 0.000000
%70, mode: 1, combi_g: 0.000000
score of %70, mode is 0: 0.203657
score of %70, mode is 1: -0.012702
%80, mode: 0, combi_g: 0.000000
%80, mode: 1, combi_g: 0.000000
score of %80, mode is 0: 0.317411
score of %80, mode is 1: 0.038527
%88_%93_%100_%107_%114_%121_%128_%135_%142_%147_%154_%161_%168_%175_%182_%189_%195_%203_%209_%215_%221_%227_%233_%239_%245_%251_%255_%261_%267_%273_%279_%285_%291_%297_%306_%312_%318_%324_%330_%336_%342_%348_%354_%358_%364_%370_%376_%382_%388_%394_%400_%409_%415_%421_%427_%433_%439_%445_%451_%457_%461_%467_%473_%479_%485_%491_%497_%503_%512_%518_%524_%530_%536_%542_%548_%554_%560_%564_%570_%576_%582_%588_%594_%600_%606_%615_%621_%627_%633_%639_%645_%651_%657_%663_%667_%673_%679_%685_%691_%697_%703_%709_%718_%724_%730_%736_%742_%748_%754_%760_%766_%770_%776_%782_%788_%794_%800_%806_%812_%821_%827_%833_%839_%845_%851_%857_%863_%869_%873_%879_%885_%891_%897_%903_%909_%915, mode: 0, combi_g: -0.505067
%88_%93_%100_%107_%114_%121_%128_%135_%142_%147_%154_%161_%168_%175_%182_%189_%195_%203_%209_%215_%221_%227_%233_%239_%245_%251_%255_%261_%267_%273_%279_%285_%291_%297_%306_%312_%318_%324_%330_%336_%342_%348_%354_%358_%364_%370_%376_%382_%388_%394_%400_%409_%415_%421_%427_%433_%439_%445_%451_%457_%461_%467_%473_%479_%485_%491_%497_%503_%512_%518_%524_%530_%536_%542_%548_%554_%560_%564_%570_%576_%582_%588_%594_%600_%606_%615_%621_%627_%633_%639_%645_%651_%657_%663_%667_%673_%679_%685_%691_%697_%703_%709_%718_%724_%730_%736_%742_%748_%754_%760_%766_%770_%776_%782_%788_%794_%800_%806_%812_%821_%827_%833_%839_%845_%851_%857_%863_%869_%873_%879_%885_%891_%897_%903_%909_%915, mode: 1, combi_g: -1298.233068
score of %88, mode is 0: -0.045428
score of %88, mode is 1: -128.769931
score of %93, mode is 0: -0.031823
score of %93, mode is 1: -128.941741
score of %100, mode is 0: -0.037127
score of %100, mode is 1: -128.792574
score of %107, mode is 0: -0.045575
score of %107, mode is 1: -128.843606
score of %114, mode is 0: -0.058591
score of %114, mode is 1: -128.755638
score of %121, mode is 0: -0.055546
score of %121, mode is 1: -129.104170
score of %128, mode is 0: -0.039730
score of %128, mode is 1: -128.909226
score of %135, mode is 0: -0.035801
score of %135, mode is 1: -128.874157
score of %142, mode is 0: -0.029514
score of %142, mode is 1: -129.032706
score of %147, mode is 0: -0.087914
score of %147, mode is 1: -128.913745
score of %154, mode is 0: -0.059967
score of %154, mode is 1: -128.981133
score of %161, mode is 0: -0.056037
score of %161, mode is 1: -129.036340
score of %168, mode is 0: -0.051420
score of %168, mode is 1: -129.139240
score of %175, mode is 0: -0.054465
score of %175, mode is 1: -129.076910
score of %182, mode is 0: -0.038846
score of %182, mode is 1: -129.042431
score of %189, mode is 0: -0.064927
score of %189, mode is 1: -129.172737
score of %195, mode is 0: -0.076421
score of %195, mode is 1: -129.193219
score of %203, mode is 0: -0.047786
score of %203, mode is 1: -128.230090
score of %209, mode is 0: -0.054416
score of %209, mode is 1: -128.083968
score of %215, mode is 0: -0.069643
score of %215, mode is 1: -128.217811
score of %221, mode is 0: -0.057805
score of %221, mode is 1: -128.158773
score of %227, mode is 0: -0.054515
score of %227, mode is 1: -128.173361
score of %233, mode is 0: -0.047000
score of %233, mode is 1: -128.131513
score of %239, mode is 0: -0.047196
score of %239, mode is 1: -128.212064
score of %245, mode is 0: -0.030595
score of %245, mode is 1: -128.168940
score of %251, mode is 0: -0.040467
score of %251, mode is 1: -128.277439
score of %255, mode is 0: -0.033738
score of %255, mode is 1: -128.310985
score of %261, mode is 0: -0.076863
score of %261, mode is 1: -128.278470
score of %267, mode is 0: -0.057511
score of %267, mode is 1: -128.241092
score of %273, mode is 0: -0.038552
score of %273, mode is 1: -128.219579
score of %279, mode is 0: -0.036440
score of %279, mode is 1: -128.288146
score of %285, mode is 0: -0.058198
score of %285, mode is 1: -128.373757
score of %291, mode is 0: -0.056528
score of %291, mode is 1: -128.254796
score of %297, mode is 0: -0.036783
score of %297, mode is 1: -128.297675
score of %306, mode is 0: -0.037717
score of %306, mode is 1: -127.744867
score of %312, mode is 0: -0.036931
score of %312, mode is 1: -127.664659
score of %318, mode is 0: -0.036489
score of %318, mode is 1: -127.686565
score of %324, mode is 0: -0.042923
score of %324, mode is 1: -127.692165
score of %330, mode is 0: -0.043562
score of %330, mode is 1: -127.678216
score of %336, mode is 0: -0.017235
score of %336, mode is 1: -127.651349
score of %342, mode is 0: -0.052845
score of %342, mode is 1: -127.523056
score of %348, mode is 0: -0.065026
score of %348, mode is 1: -127.543636
score of %354, mode is 0: -0.060065
score of %354, mode is 1: -127.713236
score of %358, mode is 0: -0.055693
score of %358, mode is 1: -127.728806
score of %364, mode is 0: -0.055693
score of %364, mode is 1: -127.806901
score of %370, mode is 0: -0.045821
score of %370, mode is 1: -127.708226
score of %376, mode is 0: -0.044446
score of %376, mode is 1: -127.679787
score of %382, mode is 0: -0.035310
score of %382, mode is 1: -127.669964
score of %388, mode is 0: -0.056185
score of %388, mode is 1: -127.794327
score of %394, mode is 0: -0.050045
score of %394, mode is 1: -127.765349
score of %400, mode is 0: -0.066253
score of %400, mode is 1: -127.745358
score of %409, mode is 0: -0.048375
score of %409, mode is 1: -127.275017
score of %415, mode is 0: -0.058198
score of %415, mode is 1: -127.119857
score of %421, mode is 0: -0.058886
score of %421, mode is 1: -127.137883
score of %427, mode is 0: -0.049554
score of %427, mode is 1: -127.206647
score of %433, mode is 0: -0.052550
score of %433, mode is 1: -127.121822
score of %439, mode is 0: -0.039534
score of %439, mode is 1: -127.314409
score of %445, mode is 0: -0.043316
score of %445, mode is 1: -126.965975
score of %451, mode is 0: -0.041990
score of %451, mode is 1: -127.113521
score of %457, mode is 0: -0.063110
score of %457, mode is 1: -127.109641
score of %461, mode is 0: -0.029219
score of %461, mode is 1: -127.292797
score of %467, mode is 0: -0.037717
score of %467, mode is 1: -127.163670
score of %473, mode is 0: -0.049259
score of %473, mode is 1: -127.187933
score of %479, mode is 0: -0.021213
score of %479, mode is 1: -127.136410
score of %485, mode is 0: -0.050291
score of %485, mode is 1: -127.343240
score of %491, mode is 0: -0.048768
score of %491, mode is 1: -127.268779
score of %497, mode is 0: -0.019396
score of %497, mode is 1: -127.309890
score of %503, mode is 0: -0.064141
score of %503, mode is 1: -127.225360
score of %512, mode is 0: -0.032510
score of %512, mode is 1: -126.265326
score of %518, mode is 0: -0.026960
score of %518, mode is 1: -126.203292
score of %524, mode is 0: -0.018463
score of %524, mode is 1: -126.184284
score of %530, mode is 0: -0.063110
score of %530, mode is 1: -126.165374
score of %536, mode is 0: -0.063012
score of %536, mode is 1: -126.199362
score of %542, mode is 0: -0.061686
score of %542, mode is 1: -126.287330
score of %548, mode is 0: -0.075144
score of %548, mode is 1: -126.273283
score of %554, mode is 0: -0.044298
score of %554, mode is 1: -126.284138
score of %560, mode is 0: -0.058837
score of %560, mode is 1: -126.338461
score of %564, mode is 0: -0.047491
score of %564, mode is 1: -126.112229
score of %570, mode is 0: -0.039632
score of %570, mode is 1: -126.137524
score of %576, mode is 0: -0.037766
score of %576, mode is 1: -126.200885
score of %582, mode is 0: -0.061047
score of %582, mode is 1: -126.423285
score of %588, mode is 0: -0.039632
score of %588, mode is 1: -126.354374
score of %594, mode is 0: -0.038110
score of %594, mode is 1: -125.954319
score of %600, mode is 0: -0.033198
score of %600, mode is 1: -126.080451
score of %606, mode is 0: -0.039829
score of %606, mode is 1: -125.962571
score of %615, mode is 0: -0.026813
score of %615, mode is 1: -124.806561
score of %621, mode is 0: -0.042334
score of %621, mode is 1: -124.624044
score of %627, mode is 0: -0.046361
score of %627, mode is 1: -124.340002
score of %633, mode is 0: -0.067088
score of %633, mode is 1: -124.371044
score of %639, mode is 0: -0.034328
score of %639, mode is 1: -124.135481
score of %645, mode is 0: -0.020329
score of %645, mode is 1: -124.618739
score of %651, mode is 0: -0.021066
score of %651, mode is 1: -124.558375
score of %657, mode is 0: -0.067236
score of %657, mode is 1: -124.198104
score of %663, mode is 0: -0.018659
score of %663, mode is 1: -124.406801
score of %667, mode is 0: -0.036292
score of %667, mode is 1: -124.664418
score of %673, mode is 0: -0.080497
score of %673, mode is 1: -124.574043
score of %679, mode is 0: -0.032903
score of %679, mode is 1: -124.425072
score of %685, mode is 0: -0.029760
score of %685, mode is 1: -124.542117
score of %691, mode is 0: -0.072442
score of %691, mode is 1: -124.447420
score of %697, mode is 0: -0.018463
score of %697, mode is 1: -124.359895
score of %703, mode is 0: -0.056676
score of %703, mode is 1: -124.397616
score of %709, mode is 0: -0.058247
score of %709, mode is 1: -124.265984
score of %718, mode is 0: -0.046116
score of %718, mode is 1: -122.624751
score of %724, mode is 0: -0.053925
score of %724, mode is 1: -122.808545
score of %730, mode is 0: -0.038552
score of %730, mode is 1: -123.172500
score of %736, mode is 0: -0.044004
score of %736, mode is 1: -122.926769
score of %742, mode is 0: -0.038453
score of %742, mode is 1: -122.980355
score of %748, mode is 0: -0.042186
score of %748, mode is 1: -122.898085
score of %754, mode is 0: -0.062373
score of %754, mode is 1: -123.133550
score of %760, mode is 0: -0.040516
score of %760, mode is 1: -123.090033
score of %766, mode is 0: -0.051813
score of %766, mode is 1: -122.964392
score of %770, mode is 0: -0.068120
score of %770, mode is 1: -123.062085
score of %776, mode is 0: -0.042923
score of %776, mode is 1: -123.165476
score of %782, mode is 0: -0.070576
score of %782, mode is 1: -123.130701
score of %788, mode is 0: -0.051911
score of %788, mode is 1: -123.032517
score of %794, mode is 0: -0.050094
score of %794, mode is 1: -123.584097
score of %800, mode is 0: -0.039878
score of %800, mode is 1: -123.309928
score of %806, mode is 0: -0.032854
score of %806, mode is 1: -123.300448
score of %812, mode is 0: -0.058346
score of %812, mode is 1: -123.739944
score of %821, mode is 0: -0.060998
score of %821, mode is 1: -122.799557
score of %827, mode is 0: -0.035605
score of %827, mode is 1: -122.572392
score of %833, mode is 0: -0.050487
score of %833, mode is 1: -122.403529
score of %839, mode is 0: -0.054416
score of %839, mode is 1: -122.506036
score of %845, mode is 0: -0.065320
score of %845, mode is 1: -122.534180
score of %851, mode is 0: -0.043807
score of %851, mode is 1: -122.637472
score of %857, mode is 0: -0.043611
score of %857, mode is 1: -122.255050
score of %863, mode is 0: -0.037373
score of %863, mode is 1: -122.471458
score of %869, mode is 0: -0.044495
score of %869, mode is 1: -122.436634
score of %873, mode is 0: -0.010653
score of %873, mode is 1: -122.344491
score of %879, mode is 0: -0.038945
score of %879, mode is 1: -122.456968
score of %885, mode is 0: -0.034770
score of %885, mode is 1: -122.424649
score of %891, mode is 0: -0.041646
score of %891, mode is 1: -122.645625
score of %897, mode is 0: -0.044593
score of %897, mode is 1: -122.230639
score of %903, mode is 0: -0.038404
score of %903, mode is 1: -122.134468
score of %909, mode is 0: -0.031724
score of %909, mode is 1: -122.204902
score of %915, mode is 0: -0.044691
score of %915, mode is 1: -122.209175
store bypass policy -----------
store_group, mode: 0, baseline_time:2035.969400, store_time:2029.205000, offp: 0.332245, speedup: 1.003334
store_group, mode: 1, baseline_time:2035.969400, store_time:1821.898000, offp: 10.514470, speedup: 1.117499
storebypass: true, storemode: 1
------
29_35_41_47_53_59, mode: 1_1_1_1_1_1,
 baseline_time:2035.969400, design_time:1741.685000, offp: 14.454264, speedup: 1.168965
------
