

------------------------------ kernel_name: _Z9conv_rowsPfPKfS1_iii ------------------------------
baseline_profiling #####
%839, mode: 0, baseline: 494.455200, time: 494.638000, offp: -0.036970, speedup: 0.999630
%839, mode: 1, baseline: 494.455200, time: 491.555000, offp: 0.586545, speedup: 1.005900
%843, mode: 0, baseline: 494.455200, time: 494.610000, offp: -0.031307, speedup: 0.999687
%843, mode: 1, baseline: 494.455200, time: 491.610000, offp: 0.575421, speedup: 1.005788
%849, mode: 0, baseline: 494.455200, time: 494.682000, offp: -0.045869, speedup: 0.999542
%849, mode: 1, baseline: 494.455200, time: 491.608000, offp: 0.575826, speedup: 1.005792
%855, mode: 0, baseline: 494.455200, time: 494.644000, offp: -0.038183, speedup: 0.999618
%855, mode: 1, baseline: 494.455200, time: 491.589000, offp: 0.579668, speedup: 1.005830
%861, mode: 0, baseline: 494.455200, time: 494.465000, offp: -0.001982, speedup: 0.999980
%861, mode: 1, baseline: 494.455200, time: 491.659000, offp: 0.565511, speedup: 1.005687
%867, mode: 0, baseline: 494.455200, time: 494.762000, offp: -0.062048, speedup: 0.999380
%867, mode: 1, baseline: 494.455200, time: 491.538000, offp: 0.589983, speedup: 1.005935
%873, mode: 0, baseline: 494.455200, time: 494.382000, offp: 0.014804, speedup: 1.000148
%873, mode: 1, baseline: 494.455200, time: 491.697000, offp: 0.557826, speedup: 1.005610
%879, mode: 0, baseline: 494.455200, time: 494.369000, offp: 0.017433, speedup: 1.000174
%879, mode: 1, baseline: 494.455200, time: 491.621000, offp: 0.573197, speedup: 1.005765
%885, mode: 0, baseline: 494.455200, time: 494.728000, offp: -0.055172, speedup: 0.999449
%885, mode: 1, baseline: 494.455200, time: 491.779000, offp: 0.541242, speedup: 1.005442
algorithm2 -----------
%21_%25_%29_%33_%37_%41_%45_%49, mode: 0, combi_g: -3.516881
%21_%25_%29_%33_%37_%41_%45_%49, mode: 1, combi_g: 3.270590
score of %21, mode is 0: -0.528408
score of %21, mode is 1: -0.603654
score of %25, mode is 0: -0.397759
score of %25, mode is 1: -1.090250
score of %29, mode is 0: -0.662090
score of %29, mode is 1: -3.158385
score of %33, mode is 0: -0.358524
score of %33, mode is 1: -1.167709
score of %37, mode is 0: -0.321311
score of %37, mode is 1: -0.547026
score of %41, mode is 0: -0.401197
score of %41, mode is 1: -0.632373
score of %45, mode is 0: -0.067497
score of %45, mode is 1: -0.564015
score of %49, mode is 0: -0.310390
score of %49, mode is 1: -0.255190
%54, mode: 0, combi_g: 0.000000
%54, mode: 1, combi_g: 0.000000
score of %54, mode is 0: -2.763810
score of %54, mode is 1: -0.132429
%62, mode: 0, combi_g: 0.000000
%62, mode: 1, combi_g: 0.000000
score of %62, mode is 0: -2.496040
score of %62, mode is 1: 1.152015
%62, mode: 1, score: 1.152015 is chose----
%69_%76_%83_%90_%97_%104_%111_%118_%125_%130_%137_%144_%151_%158_%165_%172_%178_%185_%191_%197_%203_%209_%215_%221_%227_%233_%237_%243_%249_%255_%261_%267_%273_%279_%286_%292_%298_%304_%310_%316_%322_%328_%334_%338_%344_%350_%356_%362_%368_%374_%380_%387_%393_%399_%405_%411_%417_%423_%429_%435_%439_%445_%451_%457_%463_%469_%475_%481_%488_%494_%500_%506_%512_%518_%524_%530_%536_%540_%546_%552_%558_%564_%570_%576_%582_%589_%595_%601_%607_%613_%619_%625_%631_%637_%641_%647_%653_%659_%665_%671_%677_%683_%690_%696_%702_%708_%714_%720_%726_%732_%738_%742_%748_%754_%760_%766_%772_%778_%784_%791_%797_%803_%809_%815_%821_%827_%833_%839_%843_%849_%855_%861_%867_%873_%879_%885, mode: 0, combi_g: 4.346602
%69_%76_%83_%90_%97_%104_%111_%118_%125_%130_%137_%144_%151_%158_%165_%172_%178_%185_%191_%197_%203_%209_%215_%221_%227_%233_%237_%243_%249_%255_%261_%267_%273_%279_%286_%292_%298_%304_%310_%316_%322_%328_%334_%338_%344_%350_%356_%362_%368_%374_%380_%387_%393_%399_%405_%411_%417_%423_%429_%435_%439_%445_%451_%457_%463_%469_%475_%481_%488_%494_%500_%506_%512_%518_%524_%530_%536_%540_%546_%552_%558_%564_%570_%576_%582_%589_%595_%601_%607_%613_%619_%625_%631_%637_%641_%647_%653_%659_%665_%671_%677_%683_%690_%696_%702_%708_%714_%720_%726_%732_%738_%742_%748_%754_%760_%766_%772_%778_%784_%791_%797_%803_%809_%815_%821_%827_%833_%839_%843_%849_%855_%861_%867_%873_%879_%885, mode: 1, combi_g: -1150.184284
score of %69, mode is 0: -0.015532
score of %69, mode is 1: -113.730910
score of %76, mode is 0: -0.002791
score of %76, mode is 1: -114.069465
score of %83, mode is 0: -0.073374
score of %83, mode is 1: -114.084026
score of %90, mode is 0: 0.035433
score of %90, mode is 1: -114.120834
score of %97, mode is 0: -0.063666
score of %97, mode is 1: -114.169979
score of %104, mode is 0: -0.009667
score of %104, mode is 1: -114.051263
score of %111, mode is 0: -0.064677
score of %111, mode is 1: -114.035286
score of %118, mode is 0: -0.028071
score of %118, mode is 1: -114.102026
score of %125, mode is 0: -0.031509
score of %125, mode is 1: -114.178069
score of %130, mode is 0: -0.043442
score of %130, mode is 1: -114.036297
score of %137, mode is 0: -0.001173
score of %137, mode is 1: -114.094947
score of %144, mode is 0: 0.005097
score of %144, mode is 1: -114.051667
score of %151, mode is 0: -0.075396
score of %151, mode is 1: -114.109509
score of %158, mode is 0: 0.031793
score of %158, mode is 1: -114.002725
score of %165, mode is 0: -0.010072
score of %165, mode is 1: -114.021735
score of %172, mode is 0: -0.052340
score of %172, mode is 1: -113.995039
score of %178, mode is 0: -0.003600
score of %178, mode is 1: -113.931737
score of %185, mode is 0: -0.080250
score of %185, mode is 1: -114.597521
score of %191, mode is 0: 0.038062
score of %191, mode is 1: -114.638374
score of %197, mode is 0: -0.040813
score of %197, mode is 1: -114.751023
score of %203, mode is 0: -0.068722
score of %203, mode is 1: -114.759113
score of %209, mode is 0: -0.093598
score of %209, mode is 1: -114.662845
score of %215, mode is 0: 0.054039
score of %215, mode is 1: -114.801381
score of %221, mode is 0: -0.028071
score of %221, mode is 1: -114.805022
score of %227, mode is 0: -0.078430
score of %227, mode is 1: -114.761135
score of %233, mode is 0: 0.015411
score of %233, mode is 1: -114.792483
score of %237, mode is 0: -0.028880
score of %237, mode is 1: -114.764371
score of %243, mode is 0: -0.028880
score of %243, mode is 1: -114.766393
score of %249, mode is 0: -0.079643
score of %249, mode is 1: -114.819583
score of %255, mode is 0: -0.065082
score of %255, mode is 1: -114.800775
score of %261, mode is 0: -0.038386
score of %261, mode is 1: -114.767607
score of %267, mode is 0: -0.075194
score of %267, mode is 1: -114.753045
score of %273, mode is 0: -0.050116
score of %273, mode is 1: -114.731203
score of %279, mode is 0: -0.029285
score of %279, mode is 1: -114.738888
score of %286, mode is 0: 0.046152
score of %286, mode is 1: -114.612284
score of %292, mode is 0: -0.033734
score of %292, mode is 1: -114.629273
score of %298, mode is 0: -0.052340
score of %298, mode is 1: -114.586195
score of %304, mode is 0: 0.033411
score of %304, mode is 1: -114.648688
score of %310, mode is 0: 0.001658
score of %310, mode is 1: -114.662643
score of %316, mode is 0: -0.058205
score of %316, mode is 1: -114.651115
score of %322, mode is 0: -0.084699
score of %322, mode is 1: -114.637160
score of %328, mode is 0: -0.085104
score of %328, mode is 1: -114.582150
score of %334, mode is 0: -0.074183
score of %334, mode is 1: -114.621588
score of %338, mode is 0: -0.025847
score of %338, mode is 1: -114.672755
score of %344, mode is 0: 0.005299
score of %344, mode is 1: -114.610060
score of %350, mode is 0: -0.009869
score of %350, mode is 1: -114.644037
score of %356, mode is 0: -0.066700
score of %356, mode is 1: -114.676193
score of %362, mode is 0: -0.023824
score of %362, mode is 1: -114.598330
score of %368, mode is 0: -0.031914
score of %368, mode is 1: -114.662845
score of %374, mode is 0: -0.075396
score of %374, mode is 1: -114.629273
score of %380, mode is 0: -0.019779
score of %380, mode is 1: -114.629677
score of %387, mode is 0: 0.011771
score of %387, mode is 1: -114.580330
score of %393, mode is 0: -0.075598
score of %393, mode is 1: -114.532398
score of %399, mode is 0: -0.050318
score of %399, mode is 1: -114.513388
score of %405, mode is 0: -0.016341
score of %405, mode is 1: -114.537455
score of %411, mode is 0: -0.020791
score of %411, mode is 1: -114.577701
score of %417, mode is 0: -0.007038
score of %417, mode is 1: -114.545949
score of %423, mode is 0: -0.025442
score of %423, mode is 1: -114.567993
score of %429, mode is 0: -0.071351
score of %429, mode is 1: -114.548376
score of %435, mode is 0: -0.055779
score of %435, mode is 1: -114.491343
score of %439, mode is 0: -0.040610
score of %439, mode is 1: -114.533410
score of %445, mode is 0: 0.011164
score of %445, mode is 1: -114.511770
score of %451, mode is 0: -0.131215
score of %451, mode is 1: -114.538061
score of %457, mode is 0: 0.019456
score of %457, mode is 1: -114.523298
score of %463, mode is 0: -0.034543
score of %463, mode is 1: -114.606824
score of %469, mode is 0: -0.016948
score of %469, mode is 1: -114.644037
score of %475, mode is 0: -0.031105
score of %475, mode is 1: -114.616329
score of %481, mode is 0: -0.124946
score of %481, mode is 1: -114.561117
score of %488, mode is 0: -0.020791
score of %488, mode is 1: -113.345233
score of %494, mode is 0: 0.022085
score of %494, mode is 1: -113.330874
score of %500, mode is 0: -0.023824
score of %500, mode is 1: -113.321975
score of %506, mode is 0: -0.017555
score of %506, mode is 1: -113.354132
score of %512, mode is 0: -0.074385
score of %512, mode is 1: -113.326020
score of %518, mode is 0: -0.062655
score of %518, mode is 1: -113.335728
score of %524, mode is 0: -0.006431
score of %524, mode is 1: -113.288403
score of %530, mode is 0: -0.045262
score of %530, mode is 1: -113.316919
score of %536, mode is 0: -0.058812
score of %536, mode is 1: -113.359390
score of %540, mode is 0: -0.038588
score of %540, mode is 1: -113.258269
score of %546, mode is 0: -0.058610
score of %546, mode is 1: -113.304785
score of %552, mode is 0: -0.046071
score of %552, mode is 1: -113.341391
score of %558, mode is 0: -0.032521
score of %558, mode is 1: -113.291841
score of %564, mode is 0: 0.028152
score of %564, mode is 1: -113.243910
score of %570, mode is 0: -0.108968
score of %570, mode is 1: -113.327031
score of %576, mode is 0: 0.031186
score of %576, mode is 1: -113.291032
score of %582, mode is 0: 0.003681
score of %582, mode is 1: -113.294673
score of %589, mode is 0: -0.025847
score of %589, mode is 1: -114.037915
score of %595, mode is 0: -0.017150
score of %595, mode is 1: -114.008185
score of %601, mode is 0: -0.102497
score of %601, mode is 1: -114.002522
score of %607, mode is 0: -0.004409
score of %607, mode is 1: -114.016679
score of %613, mode is 0: 0.015613
score of %613, mode is 1: -113.997264
score of %619, mode is 0: 0.013591
score of %619, mode is 1: -114.023353
score of %625, mode is 0: -0.038790
score of %625, mode is 1: -113.989983
score of %631, mode is 0: -0.091373
score of %631, mode is 1: -114.000702
score of %637, mode is 0: -0.068924
score of %637, mode is 1: -114.015870
score of %641, mode is 0: -0.045464
score of %641, mode is 1: -114.047825
score of %647, mode is 0: -0.099665
score of %647, mode is 1: -114.023353
score of %653, mode is 0: -0.043037
score of %653, mode is 1: -114.032859
score of %659, mode is 0: -0.058610
score of %659, mode is 1: -114.014455
score of %665, mode is 0: -0.101485
score of %665, mode is 1: -114.061173
score of %671, mode is 0: -0.027869
score of %671, mode is 1: -114.016477
score of %677, mode is 0: 0.031590
score of %677, mode is 1: -114.015668
score of %683, mode is 0: -0.034543
score of %683, mode is 1: -114.064004
score of %690, mode is 0: 0.010962
score of %690, mode is 1: -114.559701
score of %696, mode is 0: -0.056992
score of %696, mode is 1: -114.577094
score of %702, mode is 0: 0.001052
score of %702, mode is 1: -114.531185
score of %708, mode is 0: -0.038992
score of %708, mode is 1: -114.545949
score of %714, mode is 0: 0.061522
score of %714, mode is 1: -114.557881
score of %720, mode is 0: -0.069936
score of %720, mode is 1: -114.546151
score of %726, mode is 0: 0.026130
score of %726, mode is 1: -114.586802
score of %732, mode is 0: 0.018445
score of %732, mode is 1: -114.574263
score of %738, mode is 0: 0.030984
score of %738, mode is 1: -114.561319
score of %742, mode is 0: 0.012984
score of %742, mode is 1: -114.565769
score of %748, mode is 0: -0.049307
score of %748, mode is 1: -114.576083
score of %754, mode is 0: -0.105530
score of %754, mode is 1: -114.582555
score of %760, mode is 0: -0.050318
score of %760, mode is 1: -114.577499
score of %766, mode is 0: -0.010881
score of %766, mode is 1: -114.551814
score of %772, mode is 0: 0.015006
score of %772, mode is 1: -114.584982
score of %778, mode is 0: -0.049307
score of %778, mode is 1: -114.542106
score of %784, mode is 0: -0.054767
score of %784, mode is 1: -114.580735
score of %791, mode is 0: -0.083081
score of %791, mode is 1: -114.391435
score of %797, mode is 0: -0.110586
score of %797, mode is 1: -114.399525
score of %803, mode is 0: -0.028476
score of %803, mode is 1: -114.422985
score of %809, mode is 0: 0.031590
score of %809, mode is 1: -114.424805
score of %815, mode is 0: -0.015937
score of %815, mode is 1: -114.453928
score of %821, mode is 0: -0.003195
score of %821, mode is 1: -114.419749
score of %827, mode is 0: -0.091778
score of %827, mode is 1: -114.421569
score of %833, mode is 0: -0.077216
score of %833, mode is 1: -114.383346
score of %839, mode is 0: -0.036970
score of %839, mode is 1: -114.431884
score of %843, mode is 0: -0.031307
score of %843, mode is 1: -114.443007
score of %849, mode is 0: -0.045869
score of %849, mode is 1: -114.442603
score of %855, mode is 0: -0.038183
score of %855, mode is 1: -114.438760
score of %861, mode is 0: -0.001982
score of %861, mode is 1: -114.452917
score of %867, mode is 0: -0.062048
score of %867, mode is 1: -114.428446
score of %873, mode is 0: 0.014804
score of %873, mode is 1: -114.460602
score of %879, mode is 0: 0.017433
score of %879, mode is 1: -114.445232
score of %885, mode is 0: -0.055172
score of %885, mode is 1: -114.477186
store bypass policy -----------
store_group, mode: 0, baseline_time:494.455200, store_time:516.949000, offp: -4.549209, speedup: 0.956487
store_group, mode: 1, baseline_time:494.455200, store_time:485.137000, offp: 1.884539, speedup: 1.019207
storebypass: true, storemode: 1
------
62, mode: 1,
 baseline_time:494.455200, design_time:485.241000, offp: 1.863506, speedup: 1.018989
------
