

------------------------------ kernel_name: _Z9conv_rowsPfPKfS1_iii ------------------------------
baseline_profiling #####
%839, mode: 0, baseline: 494.136400, time: 494.488000, offp: -0.071154, speedup: 0.999289
%839, mode: 1, baseline: 494.136400, time: 490.977000, offp: 0.639378, speedup: 1.006435
%843, mode: 0, baseline: 494.136400, time: 493.995000, offp: 0.028616, speedup: 1.000286
%843, mode: 1, baseline: 494.136400, time: 491.358000, offp: 0.562274, speedup: 1.005655
%849, mode: 0, baseline: 494.136400, time: 494.396000, offp: -0.052536, speedup: 0.999475
%849, mode: 1, baseline: 494.136400, time: 491.313000, offp: 0.571381, speedup: 1.005747
%855, mode: 0, baseline: 494.136400, time: 494.363000, offp: -0.045858, speedup: 0.999542
%855, mode: 1, baseline: 494.136400, time: 491.335000, offp: 0.566928, speedup: 1.005702
%861, mode: 0, baseline: 494.136400, time: 494.438000, offp: -0.061036, speedup: 0.999390
%861, mode: 1, baseline: 494.136400, time: 491.197000, offp: 0.594856, speedup: 1.005984
%867, mode: 0, baseline: 494.136400, time: 494.233000, offp: -0.019549, speedup: 0.999805
%867, mode: 1, baseline: 494.136400, time: 491.340000, offp: 0.565917, speedup: 1.005691
%873, mode: 0, baseline: 494.136400, time: 494.344000, offp: -0.042013, speedup: 0.999580
%873, mode: 1, baseline: 494.136400, time: 491.218000, offp: 0.590606, speedup: 1.005941
%879, mode: 0, baseline: 494.136400, time: 494.607000, offp: -0.095237, speedup: 0.999049
%879, mode: 1, baseline: 494.136400, time: 491.194000, offp: 0.595463, speedup: 1.005990
%885, mode: 0, baseline: 494.136400, time: 493.930000, offp: 0.041770, speedup: 1.000418
%885, mode: 1, baseline: 494.136400, time: 491.402000, offp: 0.553369, speedup: 1.005564
weight: 0.000000 -----------
weight:0.000000, 62_69_76_111_158_165_172_178_488_494_500_506_512_518_524_530_536_540_546_552_558_564_570_576_582_589_595_607_619_625_631_641_665_671_677, mode: 1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,
 baseline_time:494.136400, design_time:1484.417000, offp: -200.406325, speedup: 0.332882
------
weight: 0.100000 -----------
weight:0.100000, 62, mode: 1,
 baseline_time:494.136400, design_time:485.086000, offp: 1.831559, speedup: 1.018657
------
weight: 0.200000 -----------
weight:0.200000, 62, mode: 1,
 baseline_time:494.136400, design_time:485.102000, offp: 1.828321, speedup: 1.018624
------
weight: 0.300000 -----------
weight:0.300000, 62, mode: 1,
 baseline_time:494.136400, design_time:485.092000, offp: 1.830345, speedup: 1.018645
------
weight: 0.400000 -----------
weight:0.400000, 62, mode: 1,
 baseline_time:494.136400, design_time:485.056000, offp: 1.837630, speedup: 1.018720
------
weight: 0.500000 -----------
weight:0.500000, 62, mode: 1,
 baseline_time:494.136400, design_time:485.071000, offp: 1.834595, speedup: 1.018689
------
