

------------------------------ kernel_name: _Z9conv_colsPfPKfS1_iii ------------------------------
baseline_profiling #####
%806, mode: 1, baseline: 2036.640000, time: 1912.412000, offp: 6.099654, speedup: 1.064959
%812, mode: 0, baseline: 2036.640000, time: 2044.454000, offp: -0.383671, speedup: 0.996178
%812, mode: 1, baseline: 2036.640000, time: 1907.739000, offp: 6.329101, speedup: 1.067567
%821, mode: 0, baseline: 2036.640000, time: 2041.420000, offp: -0.234700, speedup: 0.997658
%821, mode: 1, baseline: 2036.640000, time: 1886.068000, offp: 7.393157, speedup: 1.079834
%827, mode: 0, baseline: 2036.640000, time: 2044.754000, offp: -0.398401, speedup: 0.996032
%827, mode: 1, baseline: 2036.640000, time: 1893.900000, offp: 7.008602, speedup: 1.075368
%833, mode: 0, baseline: 2036.640000, time: 2040.913000, offp: -0.209806, speedup: 0.997906
%833, mode: 1, baseline: 2036.640000, time: 1883.742000, offp: 7.507365, speedup: 1.081167
%839, mode: 0, baseline: 2036.640000, time: 2044.981000, offp: -0.409547, speedup: 0.995921
%839, mode: 1, baseline: 2036.640000, time: 1885.180000, offp: 7.436759, speedup: 1.080342
%845, mode: 0, baseline: 2036.640000, time: 2040.976000, offp: -0.212900, speedup: 0.997876
%845, mode: 1, baseline: 2036.640000, time: 1888.928000, offp: 7.252730, speedup: 1.078199
%851, mode: 0, baseline: 2036.640000, time: 2041.372000, offp: -0.232343, speedup: 0.997682
%851, mode: 1, baseline: 2036.640000, time: 1894.967000, offp: 6.956212, speedup: 1.074763
%857, mode: 0, baseline: 2036.640000, time: 2040.995000, offp: -0.213833, speedup: 0.997866
%857, mode: 1, baseline: 2036.640000, time: 1890.045000, offp: 7.197885, speedup: 1.077562
%863, mode: 0, baseline: 2036.640000, time: 2041.285000, offp: -0.228072, speedup: 0.997724
%863, mode: 1, baseline: 2036.640000, time: 1888.050000, offp: 7.295840, speedup: 1.078700
%869, mode: 0, baseline: 2036.640000, time: 2041.300000, offp: -0.228808, speedup: 0.997717
%869, mode: 1, baseline: 2036.640000, time: 1882.101000, offp: 7.587939, speedup: 1.082110
%873, mode: 0, baseline: 2036.640000, time: 2041.526000, offp: -0.239905, speedup: 0.997607
%873, mode: 1, baseline: 2036.640000, time: 1884.530000, offp: 7.468674, speedup: 1.080715
%879, mode: 0, baseline: 2036.640000, time: 2041.550000, offp: -0.241083, speedup: 0.997595
%879, mode: 1, baseline: 2036.640000, time: 1886.867000, offp: 7.353926, speedup: 1.079377
%885, mode: 0, baseline: 2036.640000, time: 2041.487000, offp: -0.237990, speedup: 0.997626
%885, mode: 1, baseline: 2036.640000, time: 1889.713000, offp: 7.214186, speedup: 1.077751
%891, mode: 0, baseline: 2036.640000, time: 2045.136000, offp: -0.417158, speedup: 0.995846
%891, mode: 1, baseline: 2036.640000, time: 1893.164000, offp: 7.044740, speedup: 1.075786
%897, mode: 0, baseline: 2036.640000, time: 2041.117000, offp: -0.219823, speedup: 0.997807
%897, mode: 1, baseline: 2036.640000, time: 1888.410000, offp: 7.278164, speedup: 1.078495
%903, mode: 0, baseline: 2036.640000, time: 2044.797000, offp: -0.400513, speedup: 0.996011
%903, mode: 1, baseline: 2036.640000, time: 1889.180000, offp: 7.240357, speedup: 1.078055
%909, mode: 0, baseline: 2036.640000, time: 2041.204000, offp: -0.224095, speedup: 0.997764
%909, mode: 1, baseline: 2036.640000, time: 1885.775000, offp: 7.407544, speedup: 1.080002
%915, mode: 0, baseline: 2036.640000, time: 2041.625000, offp: -0.244766, speedup: 0.997558
%915, mode: 1, baseline: 2036.640000, time: 1892.489000, offp: 7.077883, speedup: 1.076170
weight: 0.000000 -----------
weight:0.000000, 23_29_35_41_47_53_59_65_88_100_107_114_203_209_215_221_227_233_239_245_251_255_261_267_273_279_285_291_297_306_312_318_324_330_336_342_348_354_358_364_370_376_382_388_394_400_409_415_421_427_433_439_445_451_457_461_467_473_479_485_491_497_503_512_518_524_530_536_542_548_554_560_564_570_576_582_588_594_600_606_615_621_627_633_639_645_651_657_663_667_673_679_685_691_697_703_709_718_724_730_736_742_748_754_760_766_770_776_782_788_794_800_806_812_821_827_833_839_845_851_857_863_869_873_879_885_891_897_903_909_915, mode: 1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,
 baseline_time:2036.640000, design_time:16431.664000, offp: -706.802577, speedup: 0.123946
------
weight: 0.100000 -----------
weight:0.100000, 29_35_41_47_53_59, mode: 1_1_1_1_1_1,
 baseline_time:2036.640000, design_time:1745.180000, offp: 14.310826, speedup: 1.167009
------
weight: 0.200000 -----------
weight:0.200000, 29_35_41_53_59, mode: 1_1_1_1_1,
 baseline_time:2036.640000, design_time:1747.764000, offp: 14.183950, speedup: 1.165283
------
weight: 0.300000 -----------
weight:0.300000, 29_35, mode: 1_1,
 baseline_time:2036.640000, design_time:1782.399000, offp: 12.483355, speedup: 1.142640
------
weight: 0.400000 -----------
weight:0.400000, , mode: ,
 baseline_time:2036.640000, design_time:1826.562000, offp: 10.314930, speedup: 1.115013
------
weight: 0.500000 -----------
weight:0.500000, , mode: ,
 baseline_time:2036.640000, design_time:1826.471000, offp: 10.319399, speedup: 1.115068
------
