

------------------------------ kernel_name: _Z9conv_colsPfPKfS1_iii ------------------------------
baseline_profiling #####
%833, mode: 1, baseline: 2036.793400, time: 1880.194000, offp: 7.688526, speedup: 1.083289
%839, mode: 0, baseline: 2036.793400, time: 2035.978000, offp: 0.040034, speedup: 1.000400
%839, mode: 1, baseline: 2036.793400, time: 1882.599000, offp: 7.570449, speedup: 1.081905
%845, mode: 0, baseline: 2036.793400, time: 2036.681000, offp: 0.005518, speedup: 1.000055
%845, mode: 1, baseline: 2036.793400, time: 1887.768000, offp: 7.316667, speedup: 1.078943
%851, mode: 0, baseline: 2036.793400, time: 2036.245000, offp: 0.026925, speedup: 1.000269
%851, mode: 1, baseline: 2036.793400, time: 1890.270000, offp: 7.193827, speedup: 1.077515
%857, mode: 0, baseline: 2036.793400, time: 2036.428000, offp: 0.017940, speedup: 1.000179
%857, mode: 1, baseline: 2036.793400, time: 1885.716000, offp: 7.417414, speedup: 1.080117
%863, mode: 0, baseline: 2036.793400, time: 2036.664000, offp: 0.006353, speedup: 1.000064
%863, mode: 1, baseline: 2036.793400, time: 1884.857000, offp: 7.459588, speedup: 1.080609
%869, mode: 0, baseline: 2036.793400, time: 2036.608000, offp: 0.009103, speedup: 1.000091
%869, mode: 1, baseline: 2036.793400, time: 1880.185000, offp: 7.688968, speedup: 1.083294
%873, mode: 0, baseline: 2036.793400, time: 2036.564000, offp: 0.011263, speedup: 1.000113
%873, mode: 1, baseline: 2036.793400, time: 1880.989000, offp: 7.649495, speedup: 1.082831
%879, mode: 0, baseline: 2036.793400, time: 2036.750000, offp: 0.002131, speedup: 1.000021
%879, mode: 1, baseline: 2036.793400, time: 1885.424000, offp: 7.431750, speedup: 1.080284
%885, mode: 0, baseline: 2036.793400, time: 2036.705000, offp: 0.004340, speedup: 1.000043
%885, mode: 1, baseline: 2036.793400, time: 1885.382000, offp: 7.433812, speedup: 1.080308
%891, mode: 0, baseline: 2036.793400, time: 2036.919000, offp: -0.006167, speedup: 0.999938
%891, mode: 1, baseline: 2036.793400, time: 1890.781000, offp: 7.168739, speedup: 1.077223
%897, mode: 0, baseline: 2036.793400, time: 2036.383000, offp: 0.020149, speedup: 1.000202
%897, mode: 1, baseline: 2036.793400, time: 1877.757000, offp: 7.808175, speedup: 1.084695
%903, mode: 0, baseline: 2036.793400, time: 2036.715000, offp: 0.003849, speedup: 1.000038
%903, mode: 1, baseline: 2036.793400, time: 1882.656000, offp: 7.567650, speedup: 1.081872
%909, mode: 0, baseline: 2036.793400, time: 2036.563000, offp: 0.011312, speedup: 1.000113
%909, mode: 1, baseline: 2036.793400, time: 1878.621000, offp: 7.765756, speedup: 1.084196
%915, mode: 0, baseline: 2036.793400, time: 2036.715000, offp: 0.003849, speedup: 1.000038
%915, mode: 1, baseline: 2036.793400, time: 1879.990000, offp: 7.698542, speedup: 1.083407
HighThes1: 1.000000 -----------
HighThes1:1.000000, 29_35_41_47_53_59, mode: 1_1_1_1_1_1,
 baseline_time:2036.793400, design_time:1741.452000, offp: 14.500312, speedup: 1.169595
------
HighThes1: 1.100000 -----------
HighThes1:1.100000, 29_35_41_47_53_59, mode: 1_1_1_1_1_1,
 baseline_time:2036.793400, design_time:1741.342000, offp: 14.505713, speedup: 1.169669
------
HighThes1: 1.200000 -----------
HighThes1:1.200000, 29_35_41_47_53_59, mode: 1_1_1_1_1_1,
 baseline_time:2036.793400, design_time:1741.383000, offp: 14.503700, speedup: 1.169641
------
HighThes1: 1.300000 -----------
HighThes1:1.300000, 29_35_41_47_53_59, mode: 1_1_1_1_1_1,
 baseline_time:2036.793400, design_time:1741.295000, offp: 14.508020, speedup: 1.169700
------
HighThes1: 1.400000 -----------
HighThes1:1.400000, 29_35_41_47_53_59, mode: 1_1_1_1_1_1,
 baseline_time:2036.793400, design_time:1741.259000, offp: 14.509788, speedup: 1.169725
------
HighThes1: 1.500000 -----------
HighThes1:1.500000, 29_35_41_47_53_59, mode: 1_1_1_1_1_1,
 baseline_time:2036.793400, design_time:1741.226000, offp: 14.511408, speedup: 1.169747
------
HighThes1: 1.600000 -----------
HighThes1:1.600000, 29_35_41_47_53_59, mode: 1_1_1_1_1_1,
 baseline_time:2036.793400, design_time:1741.521000, offp: 14.496924, speedup: 1.169549
------
