

------------------------------ kernel_name: _Z9conv_rowsPfPKfS1_iii ------------------------------
baseline_profiling #####
%839, mode: 0, baseline: 494.363800, time: 494.278000, offp: 0.017356, speedup: 1.000174
%839, mode: 1, baseline: 494.363800, time: 491.215000, offp: 0.636940, speedup: 1.006410
%843, mode: 0, baseline: 494.363800, time: 494.337000, offp: 0.005421, speedup: 1.000054
%843, mode: 1, baseline: 494.363800, time: 491.382000, offp: 0.603159, speedup: 1.006068
%849, mode: 0, baseline: 494.363800, time: 494.009000, offp: 0.071769, speedup: 1.000718
%849, mode: 1, baseline: 494.363800, time: 491.250000, offp: 0.629860, speedup: 1.006339
%855, mode: 0, baseline: 494.363800, time: 494.259000, offp: 0.021199, speedup: 1.000212
%855, mode: 1, baseline: 494.363800, time: 491.369000, offp: 0.605789, speedup: 1.006095
%861, mode: 0, baseline: 494.363800, time: 494.086000, offp: 0.056193, speedup: 1.000562
%861, mode: 1, baseline: 494.363800, time: 491.129000, offp: 0.654336, speedup: 1.006586
%867, mode: 0, baseline: 494.363800, time: 494.231000, offp: 0.026863, speedup: 1.000269
%867, mode: 1, baseline: 494.363800, time: 491.307000, offp: 0.618330, speedup: 1.006222
%873, mode: 0, baseline: 494.363800, time: 494.494000, offp: -0.026337, speedup: 0.999737
%873, mode: 1, baseline: 494.363800, time: 491.365000, offp: 0.606598, speedup: 1.006103
%879, mode: 0, baseline: 494.363800, time: 494.316000, offp: 0.009669, speedup: 1.000097
%879, mode: 1, baseline: 494.363800, time: 491.374000, offp: 0.604777, speedup: 1.006085
%885, mode: 0, baseline: 494.363800, time: 494.372000, offp: -0.001659, speedup: 0.999983
%885, mode: 1, baseline: 494.363800, time: 491.284000, offp: 0.622983, speedup: 1.006269
HighThes1: 1.000000 -----------
HighThes1:1.000000, 62, mode: 1,
 baseline_time:494.363800, design_time:485.098000, offp: 1.874288, speedup: 1.019101
------
HighThes1: 1.100000 -----------
HighThes1:1.100000, 62, mode: 1,
 baseline_time:494.363800, design_time:485.088000, offp: 1.876311, speedup: 1.019122
------
HighThes1: 1.200000 -----------
HighThes1:1.200000, 62, mode: 1,
 baseline_time:494.363800, design_time:485.071000, offp: 1.879749, speedup: 1.019158
------
HighThes1: 1.300000 -----------
HighThes1:1.300000, 62, mode: 1,
 baseline_time:494.363800, design_time:485.078000, offp: 1.878333, speedup: 1.019143
------
HighThes1: 1.400000 -----------
HighThes1:1.400000, 62, mode: 1,
 baseline_time:494.363800, design_time:485.069000, offp: 1.880154, speedup: 1.019162
------
HighThes1: 1.500000 -----------
HighThes1:1.500000, 62, mode: 1,
 baseline_time:494.363800, design_time:485.064000, offp: 1.881165, speedup: 1.019172
------
HighThes1: 1.600000 -----------
HighThes1:1.600000, 62, mode: 1,
 baseline_time:494.363800, design_time:485.078000, offp: 1.878333, speedup: 1.019143
------
